STABILITY,PAIR,DRUG,ATC_L1_NAME,ATC_L1_NAME_CAT
Stable,CEFAZOLIN + DOXYCYCLINE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + DOXYCYCLINE,DOXYCYCLINE,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + FAMOTIDINE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + FAMOTIDINE,FAMOTIDINE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFAZOLIN + FENTANYL,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + FENTANYL,FENTANYL,Nervous System,Nervous System
Stable,CEFAZOLIN + FLUCONAZOLE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + FLUCONAZOLE,FLUCONAZOLE,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + FUROSEMIDE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + FUROSEMIDE,FUROSEMIDE,Cardiovascular,Cardiovascular
Stable,CEFAZOLIN + KETAMINE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + KETAMINE,KETAMINE,Nervous System,Nervous System
Stable,CEFAZOLIN + LEVOFLOXACIN,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + LEVOFLOXACIN,LEVOFLOXACIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + LINEZOLID,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + LINEZOLID,LINEZOLID,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + LT4,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + LT4,LT4,Systemic Hormones,Other
Stable,CEFAZOLIN + MEROPENEM,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + MEROPENEM,MEROPENEM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + METHYLPREDNISOLONE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + METHYLPREDNISOLONE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,CEFAZOLIN + MORPHINE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + MORPHINE,MORPHINE,Nervous System,Nervous System
Stable,CEFAZOLIN + MYCOPHENOLATE MOFETIL,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFAZOLIN + ONDANSETRON,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + ONDANSETRON,ONDANSETRON,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFAZOLIN + PANTOPRAZOLE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + PANTOPRAZOLE,PANTOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFAZOLIN + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + PREDNISONE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + PREDNISONE,PREDNISONE,Systemic Hormones,Other
Stable,CEFAZOLIN + PROPOFOL,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + PROPOFOL,PROPOFOL,Nervous System,Nervous System
Stable,CEFAZOLIN + ROCURONIUM,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + ROCURONIUM,ROCURONIUM,Musculoskeletal,Musculoskeletal
Stable,CEFAZOLIN + ROSUVASTATIN,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + ROSUVASTATIN,ROSUVASTATIN,Cardiovascular,Cardiovascular
Stable,CEFAZOLIN + SEVOFLURANE,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + SEVOFLURANE,SEVOFLURANE,Nervous System,Nervous System
Stable,CEFAZOLIN + SUFENTANIL,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + SUFENTANIL,SUFENTANIL,Nervous System,Nervous System
Stable,CEFAZOLIN + SULFAMETHOXAZOLE / TRIMETHOPRIM,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + SULFAMETHOXAZOLE / TRIMETHOPRIM,SULFAMETHOXAZOLE / TRIMETHOPRIM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + TACROLIMUS,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + TACROLIMUS,TACROLIMUS,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFAZOLIN + VANCOMYCIN,CEFAZOLIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN SODIUM + NOREPINEPHRINE BITARTRATE,CEFAZOLIN SODIUM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN SODIUM + NOREPINEPHRINE BITARTRATE,NOREPINEPHRINE BITARTRATE,Cardiovascular,Cardiovascular
Stable,CEFAZOLIN SODIUM + ROCURONIUM BROMIDE,CEFAZOLIN SODIUM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN SODIUM + ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Musculoskeletal,Musculoskeletal
Stable,CEFAZOLIN SODIUM + SEVOFLURANE,CEFAZOLIN SODIUM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN SODIUM + SEVOFLURANE,SEVOFLURANE,Nervous System,Nervous System
Stable,CEFAZOLIN SODIUM + SUFENTANIL,CEFAZOLIN SODIUM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN SODIUM + SUFENTANIL,SUFENTANIL,Nervous System,Nervous System
Stable,CEFAZOLIN SODIUM + SUFENTANIL CITRATE,CEFAZOLIN SODIUM,Anti-infectives,Anti-infectives
Stable,CEFAZOLIN SODIUM + SUFENTANIL CITRATE,SUFENTANIL CITRATE,Unknown,Unknown
Stable,CEFEPIME + CEFTRIAXONE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CEFTRIAXONE,CEFTRIAXONE,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CHOLECALCIFEROL,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CHOLECALCIFEROL,CHOLECALCIFEROL,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFEPIME + CIPROFLOXACIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CIPROFLOXACIN,CIPROFLOXACIN,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CLINDAMYCIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CLINDAMYCIN,CLINDAMYCIN,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CYCLOPHOSPHAMIDE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + CYCLOSPORINE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CYCLOSPORINE,CYCLOSPORINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + CYTARABINE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + CYTARABINE,CYTARABINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + DEXAMETHASONE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + DEXAMETHASONE,DEXAMETHASONE,Systemic Hormones,Other
Stable,CEFEPIME + DOXORUBICIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + DOXORUBICIN,DOXORUBICIN,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + DOXYCYCLINE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + DOXYCYCLINE,DOXYCYCLINE,Anti-infectives,Anti-infectives
Stable,CEFEPIME + ENOXAPARIN SODIUM,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + ENOXAPARIN SODIUM,ENOXAPARIN SODIUM,Blood,Blood
Stable,CEFEPIME + EPINEPHRINE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + EPINEPHRINE,EPINEPHRINE,Cardiovascular,Cardiovascular
Stable,CEFEPIME + FENTANYL,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + FENTANYL,FENTANYL,Nervous System,Nervous System
Stable,CEFEPIME + FILGRASTIM,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + FILGRASTIM,FILGRASTIM,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + FLUDARABINE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + FLUDARABINE,FLUDARABINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + FUROSEMIDE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + FUROSEMIDE,FUROSEMIDE,Cardiovascular,Cardiovascular
Stable,CEFEPIME + GABAPENTIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + GABAPENTIN,GABAPENTIN,Nervous System,Nervous System
Stable,CEFEPIME + HEPARIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + HEPARIN,HEPARIN,Blood,Blood
Stable,CEFEPIME + HUMAN IMMUNOGLOBULIN G,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + HUMAN IMMUNOGLOBULIN G,HUMAN IMMUNOGLOBULIN G,Anti-infectives,Anti-infectives
Stable,CEFEPIME + HYDROCORTISONE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + HYDROCORTISONE,HYDROCORTISONE,Systemic Hormones,Other
Stable,CEFEPIME + LANSOPRAZOLE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + LANSOPRAZOLE,LANSOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFEPIME + LEVETIRACETAM,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + LEVETIRACETAM,LEVETIRACETAM,Nervous System,Nervous System
Stable,CEFEPIME + LEVOFLOXACIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + LEVOFLOXACIN,LEVOFLOXACIN,Anti-infectives,Anti-infectives
Stable,CEFEPIME + LINEZOLID,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + LINEZOLID,LINEZOLID,Anti-infectives,Anti-infectives
Stable,CEFEPIME + METHOTREXATE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + METHOTREXATE,METHOTREXATE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + METHYLPREDNISOLONE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + METHYLPREDNISOLONE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,CEFEPIME + METRONIDAZOLE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + METRONIDAZOLE,METRONIDAZOLE,Anti-infectives,Anti-infectives
Stable,CEFEPIME + MICAFUNGIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + MICAFUNGIN,MICAFUNGIN,Anti-infectives,Anti-infectives
Stable,CEFEPIME + MORPHINE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + MORPHINE,MORPHINE,Nervous System,Nervous System
Stable,CEFEPIME + MYCOPHENOLATE MOFETIL,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + ONDANSETRON,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + ONDANSETRON,ONDANSETRON,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFEPIME + PANTOPRAZOLE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + PANTOPRAZOLE,PANTOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFEPIME + PIPERACILLIN / TAZOBACTAM,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + PIPERACILLIN / TAZOBACTAM,PIPERACILLIN / TAZOBACTAM,Anti-infectives,Anti-infectives
Stable,CEFEPIME + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,Anti-infectives,Anti-infectives
Stable,CEFEPIME + POSACONAZOLE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + POSACONAZOLE,POSACONAZOLE,Anti-infectives,Anti-infectives
Stable,CEFEPIME + POTASSIUM CHLORIDE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFEPIME + PREDNISOLONE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + PREDNISOLONE,PREDNISOLONE,Systemic Hormones,Other
Stable,CEFEPIME + PREDNISONE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + PREDNISONE,PREDNISONE,Systemic Hormones,Other
Stable,CEFEPIME + PROPOFOL,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + PROPOFOL,PROPOFOL,Nervous System,Nervous System
Stable,CEFEPIME + RITUXIMAB,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + RITUXIMAB,RITUXIMAB,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + SODIUM CHLORIDE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + SODIUM CHLORIDE,SODIUM CHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFEPIME + SULFAMETHOXAZOLE / TRIMETHOPRIM,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + SULFAMETHOXAZOLE / TRIMETHOPRIM,SULFAMETHOXAZOLE / TRIMETHOPRIM,Anti-infectives,Anti-infectives
Stable,CEFEPIME + TACROLIMUS,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + TACROLIMUS,TACROLIMUS,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + TOCILIZUMAB,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + TOCILIZUMAB,TOCILIZUMAB,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + VALGANCICLOVIR,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VALGANCICLOVIR,VALGANCICLOVIR,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VANCOMYCIN,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VANCOMYCIN HYDROCHLORIDE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VENETOCLAX,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VENETOCLAX,VENETOCLAX,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + VINCRISTINE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VINCRISTINE,VINCRISTINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFEPIME + VORICONAZOLE,CEFEPIME,Anti-infectives,Anti-infectives
Stable,CEFEPIME + VORICONAZOLE,VORICONAZOLE,Anti-infectives,Anti-infectives
Stable,CEFEPIME HYDROCHLORIDE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,CEFEPIME HYDROCHLORIDE,Unknown,Unknown
Stable,CEFEPIME HYDROCHLORIDE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,Anti-infectives,Anti-infectives
Stable,CEFIDEROCOL + MEROPENEM,CEFIDEROCOL,Unknown,Unknown
Stable,CEFIDEROCOL + MEROPENEM,MEROPENEM,Anti-infectives,Anti-infectives
Stable,CEFIDEROCOL + VANCOMYCIN,CEFIDEROCOL,Unknown,Unknown
Stable,CEFIDEROCOL + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,CEFIXIME + CHOLECALCIFEROL,CEFIXIME,Unknown,Unknown
Stable,CEFIXIME + CHOLECALCIFEROL,CHOLECALCIFEROL,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFIXIME + LEVOFLOXACIN,CEFIXIME,Unknown,Unknown
Stable,CEFIXIME + LEVOFLOXACIN,LEVOFLOXACIN,Anti-infectives,Anti-infectives
Stable,CEFIXIME + PANTOPRAZOLE,CEFIXIME,Unknown,Unknown
Stable,CEFIXIME + PANTOPRAZOLE,PANTOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFIXIME + PREDNISONE,CEFIXIME,Unknown,Unknown
Stable,CEFIXIME + PREDNISONE,PREDNISONE,Systemic Hormones,Other
Stable,CEFOTAXIME + FLUCONAZOLE,CEFOTAXIME,Unknown,Unknown
Stable,CEFOTAXIME + FLUCONAZOLE,FLUCONAZOLE,Anti-infectives,Anti-infectives
Stable,CEFOTAXIME + FUROSEMIDE,CEFOTAXIME,Unknown,Unknown
Stable,CEFOTAXIME + FUROSEMIDE,FUROSEMIDE,Cardiovascular,Cardiovascular
Stable,CEFOTAXIME + VANCOMYCIN,CEFOTAXIME,Unknown,Unknown
Stable,CEFOTAXIME + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,CEFTAROLINE + DAPTOMYCIN,CEFTAROLINE,Unknown,Unknown
Stable,CEFTAROLINE + DAPTOMYCIN,DAPTOMYCIN,Anti-infectives,Anti-infectives
Stable,CEFTAROLINE + VANCOMYCIN,CEFTAROLINE,Unknown,Unknown
Stable,CEFTAROLINE + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + CHOLECALCIFEROL,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + CHOLECALCIFEROL,CHOLECALCIFEROL,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFTAZIDIME + CIPROFLOXACIN,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + CIPROFLOXACIN,CIPROFLOXACIN,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + CYCLOPHOSPHAMIDE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + CYCLOSPORINE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + CYCLOSPORINE,CYCLOSPORINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + CYTARABINE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + CYTARABINE,CYTARABINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + DEXAMETHASONE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + DEXAMETHASONE,DEXAMETHASONE,Systemic Hormones,Other
Stable,CEFTAZIDIME + DOXYCYCLINE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + DOXYCYCLINE,DOXYCYCLINE,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + ETOPOSIDE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + ETOPOSIDE,ETOPOSIDE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + FAMOTIDINE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + FAMOTIDINE,FAMOTIDINE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFTAZIDIME + FLUCONAZOLE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + FLUCONAZOLE,FLUCONAZOLE,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + FLUDARABINE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + FLUDARABINE,FLUDARABINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + FUROSEMIDE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + FUROSEMIDE,FUROSEMIDE,Cardiovascular,Cardiovascular
Stable,CEFTAZIDIME + HYDROCORTISONE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + HYDROCORTISONE,HYDROCORTISONE,Systemic Hormones,Other
Stable,CEFTAZIDIME + IMIPENEM,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + IMIPENEM,IMIPENEM,Unknown,Unknown
Stable,CEFTAZIDIME + LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN,Unknown,Unknown
Stable,CEFTAZIDIME + LEVETIRACETAM,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + LEVETIRACETAM,LEVETIRACETAM,Nervous System,Nervous System
Stable,CEFTAZIDIME + MEROPENEM,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + MEROPENEM,MEROPENEM,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + METHOTREXATE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + METHOTREXATE,METHOTREXATE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + METHYLPREDNISOLONE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + METHYLPREDNISOLONE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,CEFTAZIDIME + METRONIDAZOLE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + METRONIDAZOLE,METRONIDAZOLE,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + MYCOPHENOLATE MOFETIL,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + ONDANSETRON,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + ONDANSETRON,ONDANSETRON,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFTAZIDIME + PANTOPRAZOLE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + PANTOPRAZOLE,PANTOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFTAZIDIME + PIPERACILLIN / TAZOBACTAM,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + PIPERACILLIN / TAZOBACTAM,PIPERACILLIN / TAZOBACTAM,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + POLYETHYLENE GLYCOL,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + POLYETHYLENE GLYCOL,POLYETHYLENE GLYCOL,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFTAZIDIME + POSACONAZOLE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + POSACONAZOLE,POSACONAZOLE,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + PREDNISONE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + PREDNISONE,PREDNISONE,Systemic Hormones,Other
Stable,CEFTAZIDIME + RITUXIMAB,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + RITUXIMAB,RITUXIMAB,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + SODIUM CHLORIDE,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + SODIUM CHLORIDE,SODIUM CHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,CEFTAZIDIME + TACROLIMUS,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + TACROLIMUS,TACROLIMUS,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTAZIDIME + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],URSADIOL 300 MG ORAL CAPSULE [URSODIOL],UNCLASSIFIED,Other
Stable,CEFTAZIDIME + VANCOMYCIN,CEFTAZIDIME,Anti-infectives,Anti-infectives
Stable,CEFTAZIDIME + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,CEFTRIAXONE + CIPROFLOXACIN,CEFTRIAXONE,Anti-infectives,Anti-infectives
Stable,CEFTRIAXONE + CIPROFLOXACIN,CIPROFLOXACIN,Anti-infectives,Anti-infectives
Stable,CEFTRIAXONE + CYCLOPHOSPHAMIDE,CEFTRIAXONE,Anti-infectives,Anti-infectives
Stable,CEFTRIAXONE + CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTRIAXONE + CYTARABINE,CEFTRIAXONE,Anti-infectives,Anti-infectives
Stable,CEFTRIAXONE + CYTARABINE,CYTARABINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,CEFTRIAXONE + DAPTOMYCIN,CEFTRIAXONE,Anti-infectives,Anti-infectives
Stable,CEFTRIAXONE + DAPTOMYCIN,DAPTOMYCIN,Anti-infectives,Anti-infectives
