PAIR,N_EXPOSED,A_SERIOUS_EXPOSED,B_NONSERIOUS_EXPOSED,ROR,CI_LOWER,CI_UPPER,CHI2,P_VALUE,P_VALUE_RANK,P_VALUE_FDR,SIGNAL,PCT_SERIOUS,FLAG_HIGH_SERIOUS_RATE,CI_RATIO,FLAG_WIDE_CI,FLAG_SMALL_N_HIGH_ROR,FLAG_POSSIBLE_VETERINARY,FLAG_SAME_DRUG,QUALITY_FLAGS
OMEPRAZOLE + TACROLIMUS,263,180,83,2.0968152269792304,1.6166120867268083,2.719659299958549,31.880660435700776,1.63941326446136e-08,9338,3.975076809946586e-07,True,68.44106463878326,False,1.6823202809680249,False,False,False,False,0
PREDNISONE + TOPIRAMATE,266,182,84,2.094878566620061,1.6175669778751205,2.713035236815353,32.17825818763783,1.4065596663740016e-08,9199,3.4620113766829953e-07,True,68.42105263157895,False,1.6772320861663912,False,False,False,False,0
LITHIUM + VALPROIC ACID,152,104,48,2.0946744949416503,1.4878906893998527,2.9489137011327355,18.088066734132155,2.1091918103951424e-05,19132,0.0002495996400596,True,68.42105263157895,False,1.9819424384745583,False,False,False,False,0
ACETAMINOPHEN + TOFACITINIB CITRATE,152,104,48,2.0946744949416503,1.4878906893998527,2.9489137011327355,18.088066734132155,2.1091918103951424e-05,19133,0.0002495996400596,True,68.42105263157895,False,1.9819424384745583,False,False,False,False,0
FARXIGA + METOPROLOL SUCCINATE,133,91,42,2.094640490390987,1.453145963642953,3.0193242067618185,15.74055109591256,7.264990975368963e-05,22396,0.0007344397582984,True,68.42105263157895,False,2.0777845325273088,False,False,False,False,0
ASPIRIN + BISACODYL,133,91,42,2.094640490390987,1.453145963642953,3.0193242067618185,15.74055109591256,7.264990975368963e-05,22397,0.0007344397582984,True,68.42105263157895,False,2.0777845325273088,False,False,False,False,0
ACETAMINOPHEN + CLINDAMYCIN,133,91,42,2.094640490390987,1.453145963642953,3.0193242067618185,15.74055109591256,7.264990975368963e-05,22394,0.0007344397582984,True,68.42105263157895,False,2.0777845325273088,False,False,False,False,0
ROSUVASTATIN + VALACICLOVIR,133,91,42,2.094640490390987,1.453145963642953,3.0193242067618185,15.74055109591256,7.264990975368963e-05,22395,0.0007344397582984,True,68.42105263157895,False,2.0777845325273088,False,False,False,False,0
AMITRIPTYLINE + TAMSULOSIN,114,78,36,2.0946064879528676,1.4111730608352355,3.1090278443789705,13.39345725215533,0.0002525035402195,27252,0.0020977231441051,True,68.42105263157895,False,2.2031513573103645,False,False,False,False,0
ALLOPURINOL + RIVAROXABAN,114,78,36,2.0946064879528676,1.4111730608352355,3.1090278443789705,13.39345725215533,0.0002525035402195,27254,0.0020977231441051,True,68.42105263157895,False,2.2031513573103645,False,False,False,False,0
ACYCLOVIR + TRAZODONE,114,78,36,2.0946064879528676,1.4111730608352355,3.1090278443789705,13.39345725215533,0.0002525035402195,27253,0.0020977231441051,True,68.42105263157895,False,2.2031513573103645,False,False,False,False,0
ATORVASTATIN + DIAZEPAM,250,171,79,2.0928096088974986,1.6029394470005072,2.7323877188807586,30.12714795038064,4.046270776500853e-08,10002,9.159653436050492e-07,True,68.4,False,1.7046106913107206,False,False,False,False,0
FAMOTIDINE + PREDNISONE,620,424,196,2.092220946748282,1.7662827855819845,2.47830558376299,75.66888905567542,3.3545154479054122e-18,2446,3.1051622186584123e-16,True,68.38709677419355,False,1.403119366838191,False,False,False,False,0
CALCIUM CARBONATE / CHOLECALCIFEROL + LANSOPRAZOLE,193,132,61,2.0921057966747703,1.5444893673379874,2.8338859153326617,23.081876699933176,1.5524714634303218e-06,14216,2.4726187662279583e-05,True,68.39378238341969,False,1.8348367915390835,False,False,False,False,0
SODIUM CHLORIDE + TYLENOL,329,225,104,2.0918912053712777,1.6580181816016668,2.639300861515533,39.8207864658128,2.7836674179441784e-10,6902,9.131735865489494e-09,True,68.38905775075987,False,1.5918407233423306,False,False,False,False,0
PREDNISONE + PREGABALIN,623,426,197,2.0914242379404615,1.7663516568156186,2.4763219295360437,75.96654225769473,2.885119844808812e-18,2437,2.6805213993513403e-16,True,68.37881219903691,False,1.4019416348839395,False,False,False,False,0
OMEPRAZOLE + SODIUM CHLORIDE,566,387,179,2.090910887041831,1.75133840768438,2.49632413608207,68.91383283486161,1.0286081420831671e-16,2914,7.992292323753831e-15,True,68.37455830388693,False,1.425380797411227,False,False,False,False,0
ALLOPURINOL + VITAMIN D2,136,93,43,2.0908981940893043,1.4566169253328898,3.001376121622908,16.03879149251421,6.205789632187815e-05,21809,0.0006442764349308,True,68.38235294117648,False,2.060511634475883,False,False,False,False,0
ALBUTEROL + SPIRONOLACTONE,253,173,80,2.0908256535393175,1.604034996208735,2.7253469680091937,30.424924820682364,3.4704032132759565e-08,9893,7.942603403856419e-07,True,68.37944664031622,False,1.6990570495349349,False,False,False,False,0
FARXIGA + PREDNISONE,117,80,37,2.090256619428174,1.4156479499659058,3.0863413005814953,13.691887845839693,0.0002153828416348,26404,0.001818769794293,True,68.37606837606837,False,2.1801616006690265,False,False,False,False,0
LEVOTHYROXINE SODIUM + TADALAFIL,117,80,37,2.090256619428174,1.4156479499659058,3.0863413005814953,13.691887845839693,0.0002153828416348,26406,0.001818769794293,True,68.37606837606837,False,2.1801616006690265,False,False,False,False,0
BREZTRI + OXYGEN,117,80,37,2.090256619428174,1.4156479499659058,3.0863413005814953,13.691887845839693,0.0002153828416348,26407,0.001818769794293,True,68.37606837606837,False,2.1801616006690265,False,False,False,False,0
CLOZAPINE + ZUCLOPENTHIXOL,117,80,37,2.090256619428174,1.4156479499659058,3.0863413005814953,13.691887845839693,0.0002153828416348,26403,0.001818769794293,True,68.37606837606837,False,2.1801616006690265,False,False,False,False,0
AMLODIPINE BESYLATE + SYMBICORT,117,80,37,2.090256619428174,1.4156479499659058,3.0863413005814953,13.691887845839693,0.0002153828416348,26405,0.001818769794293,True,68.37606837606837,False,2.1801616006690265,False,False,False,False,0
ASPIRIN + GLUCOPHAGE,117,80,37,2.090256619428174,1.4156479499659058,3.0863413005814953,13.691887845839693,0.0002153828416348,26402,0.001818769794293,True,68.37606837606837,False,2.1801616006690265,False,False,False,False,0
FUROSEMIDE + LACTULOSE,313,214,99,2.09007775599788,1.6469548912830765,2.652425424180178,37.769320832201934,7.962418535939256e-10,7395,2.4379105883303513e-08,True,68.370607028754,False,1.610502775891925,False,False,False,False,0
ASPIRIN + SENNOSIDES,392,268,124,2.0899032988329864,1.6891083468388846,2.5857996656324684,47.464487916403726,5.600945955883429e-12,5291,2.3968153117354263e-10,True,68.36734693877551,False,1.5308666672991786,False,False,False,False,0
CARBIDOPA / LEVODOPA + SERTRALINE,196,134,62,2.0895542822360365,1.5463103645349736,2.823648601569083,23.379848657264738,1.3296415729653537e-06,13875,2.1697642210282484e-05,True,68.36734693877551,False,1.8260555360231625,False,False,False,False,0
SOTATERCEPT + SPIRONOLACTONE,177,121,56,2.08896344881407,1.5217481683262002,2.867602131094375,21.03194798979709,4.516884519213203e-06,15851,6.45198384373992e-05,True,68.36158192090396,False,1.8844130656970037,False,False,False,False,0
ACYCLOVIR + AZACITIDINE,158,108,50,2.08823897973375,1.493360037104822,2.920087539595359,18.68434883485238,1.542433678129872e-05,18271,0.0001911415623309,True,68.35443037974683,False,1.9553807970223542,False,False,False,False,0
ELIQUIS + LATANOPROST,158,108,50,2.08823897973375,1.493360037104822,2.920087539595359,18.68434883485238,1.542433678129872e-05,18270,0.0001911415623309,True,68.35443037974683,False,1.9553807970223542,False,False,False,False,0
AMOXICILLIN / CLAVULANATE + FUROSEMIDE,158,108,50,2.08823897973375,1.493360037104822,2.920087539595359,18.68434883485238,1.542433678129872e-05,18269,0.0001911415623309,True,68.35443037974683,False,1.9553807970223542,False,False,False,False,0
ELIQUIS + TYLENOL,537,367,170,2.087774686556752,1.7405635459581772,2.50424820854652,65.10581603955195,7.098226610920756e-16,3212,5.0036309862747696e-14,True,68.34264432029795,False,1.438757128035757,False,False,False,False,0
ATORVASTATIN + JARDIANCE,739,505,234,2.087452520764646,1.7876227527936484,2.437571360980362,89.80784773977194,2.6245116324275684e-21,1731,3.432909733050174e-19,True,68.33558863328822,False,1.3635826447000587,False,False,False,False,0
METFORMIN + XARELTO,139,95,44,2.0873262049975105,1.4600062145026578,2.984186397832197,16.337130359219696,5.301495533836248e-05,21546,0.0005571122323308,True,68.34532374100719,False,2.0439545860760204,False,False,False,False,0
CYTARABINE + POSACONAZOLE,180,123,57,2.0862423429242987,1.5239143148719034,2.8560707586608105,21.330099345429577,3.86613290484231e-06,15695,5.5769755354777405e-05,True,68.33333333333333,False,1.8741675504904518,False,False,False,False,0
ALBUTEROL SULFATE + MENTHOL/MINERAL OIL/VITAMIN A,180,123,57,2.0862423429242987,1.5239143148719034,2.8560707586608105,21.330099345429577,3.86613290484231e-06,15696,5.5769755354777405e-05,True,68.33333333333333,False,1.8741675504904518,False,False,False,False,0
SPIRIVA + SYNTHROID,120,82,38,2.0861359261883936,1.41999730886033,3.0647685565170057,13.990421873411302,0.000183744274064,25704,0.0016182904560852,True,68.33333333333333,False,2.158291806184299,False,False,False,False,0
LOSARTAN + PERPRAZOLE,120,82,38,2.0861359261883936,1.41999730886033,3.0647685565170057,13.990421873411302,0.000183744274064,25705,0.0016182904560852,True,68.33333333333333,False,2.158291806184299,False,False,False,False,0
HYDROMORPHONE + KETAMINE,120,82,38,2.0861359261883936,1.41999730886033,3.0647685565170057,13.990421873411302,0.000183744274064,25706,0.0016182904560852,True,68.33333333333333,False,2.158291806184299,False,False,False,False,0
LERCANIDIPINO + PANTOPRAZOLE,120,82,38,2.0861359261883936,1.41999730886033,3.0647685565170057,13.990421873411302,0.000183744274064,25707,0.0016182904560852,True,68.33333333333333,False,2.158291806184299,False,False,False,False,0
DEXAMETHASONE + POSACONAZOLE,120,82,38,2.0861359261883936,1.41999730886033,3.0647685565170057,13.990421873411302,0.000183744274064,25708,0.0016182904560852,True,68.33333333333333,False,2.158291806184299,False,False,False,False,0
AMLODIPINE BESYLATE + LEVOTHYROXINE SODIUM,382,261,121,2.085759226176682,1.6812310723624302,2.587622618387652,46.00833202783759,1.1775112589091043e-11,5567,4.788241792060017e-10,True,68.32460732984293,False,1.53912371768836,False,False,False,False,0
APIXABAN + PANTOPRAZOLE SODIUM,161,110,51,2.08521076450567,1.496013608429319,2.906460147094145,18.982624332503185,1.3191427021543242e-05,18090,0.0001650973701489,True,68.32298136645963,False,1.942803281145062,False,False,False,False,0
ACETAMINOPHEN / HYDROCODONE + LISINOPRIL,161,110,51,2.08521076450567,1.496013608429319,2.906460147094145,18.982624332503185,1.3191427021543242e-05,18091,0.0001650973701489,True,68.32298136645963,False,1.942803281145062,False,False,False,False,0
HYDROXYZINE + TRAZODONE,202,138,64,2.084690876307507,1.5498725216757003,2.804060326884818,23.97602613588907,9.754274442515618e-07,13527,1.632692622699417e-05,True,68.31683168316832,False,1.8092199762681822,False,False,False,False,0
FLUOXETINE + ONDANSETRON,101,69,32,2.0845120460768713,1.3706929757459865,3.170068386667523,11.644449996550131,0.000643943707039,32539,0.0044806529274848,True,68.31683168316832,False,2.31274869191056,False,False,False,False,0
FUROSEMIDE + IPRATROPIUM BROMIDE,101,69,32,2.0845120460768713,1.3706929757459865,3.170068386667523,11.644449996550131,0.000643943707039,32537,0.0044806529274848,True,68.31683168316832,False,2.31274869191056,False,False,False,False,0
GLIPIZIDE + METOPROLOL,101,69,32,2.0845120460768713,1.3706929757459865,3.170068386667523,11.644449996550131,0.000643943707039,32536,0.0044806529274848,True,68.31683168316832,False,2.31274869191056,False,False,False,False,0
APIXABAN + GLICLAZIDE,101,69,32,2.0845120460768713,1.3706929757459865,3.170068386667523,11.644449996550131,0.000643943707039,32538,0.0044806529274848,True,68.31683168316832,False,2.31274869191056,False,False,False,False,0
FERROUS FUMARATE + PANTOPRAZOLE,101,69,32,2.0845120460768713,1.3706929757459865,3.170068386667523,11.644449996550131,0.000643943707039,32540,0.0044806529274848,True,68.31683168316832,False,2.31274869191056,False,False,False,False,0
CETIRIZINE + SERTRALINE,142,97,45,2.083913169304457,1.4633170676241565,2.9677054913678766,16.635561593815446,4.529377436701021e-05,20946,0.0004896078394266,True,68.30985915492957,False,2.0280672979412775,False,False,False,False,0
JARDIANCE + METOPROLOL SUCCINATE,265,181,84,2.08336326552724,1.6083128422656685,2.6987302358625063,31.616685615145133,1.8780894077687543e-08,9438,4.505544050944966e-07,True,68.30188679245282,False,1.6779883645402849,False,False,False,False,0
APIXABAN + FUROSEMIDE,886,605,281,2.082780736135158,1.8078576677499736,2.399511682916208,107.19820295973528,4.0280177934450782e-25,1124,8.114018974699712e-23,True,68.2844243792325,False,1.327268028739561,False,False,False,False,0
CLOPIDOGREL + FUROSEMIDE,659,450,209,2.0824617439262627,1.7672549878310555,2.4538886265862287,79.54083296063571,4.723613781698344e-19,2226,4.8046324583314267e-17,True,68.28528072837634,False,1.3885311647063878,False,False,False,False,0
BISOPROLOL FUMARATE + VALSARTAN,164,112,52,2.082299190742945,1.4986154820130777,2.893317179630529,19.280983063591716,1.1282450927221167e-05,17696,0.0001443574804497,True,68.29268292682927,False,1.9306601422160405,False,False,False,False,0
SULFAMETHOXAZOLE / TRIMETHOPRIM + TAVNEOS,123,84,39,2.0822267793687352,1.4242271119318717,3.0442254078699875,14.289051926818942,0.0001567740519009,25235,0.0014066363100186,True,68.29268292682927,False,2.137457841074724,False,False,False,False,0
ADVAIR HFA + SODIUM CHLORIDE,123,84,39,2.0822267793687352,1.4242271119318717,3.0442254078699875,14.289051926818942,0.0001567740519009,25234,0.0014066363100186,True,68.29268292682927,False,2.137457841074724,False,False,False,False,0
PREDNISONE + TOCILIZUMAB,558,381,177,2.0817339066620075,1.7416970765191444,2.488157163820462,67.1911803810129,2.46414022569879e-16,3058,1.8244790765934227e-14,True,68.27956989247312,False,1.4285820406802023,False,False,False,False,0
ONDANSETRON + TAMSULOSIN,268,183,85,2.081607672179492,1.6093568439555264,2.6924361226355007,31.914778540338396,1.6108689920340822e-08,9319,3.913829117269801e-07,True,68.28358208955224,False,1.6729888916481375,False,False,False,False,0
HYDROMORPHONE + VITAMIN D NOS,145,99,46,2.0806487204869204,1.4665525447233645,2.951888163598295,16.934079599100667,3.870051532881194e-05,20461,0.0004282534225951,True,68.27586206896552,False,2.012807638034619,False,False,False,False,0
CARBIDOPA / LEVODOPA + MELATONINA,249,170,79,2.0805659837319945,1.593167103619288,2.717075191189176,29.56653178714008,5.402985086451636e-08,10284,1.1895498612448526e-06,True,68.27309236947792,False,1.705455243845195,False,False,False,False,0
METFORMIN HYDROCHLORIDE + SIMVASTATIN,249,170,79,2.0805659837319945,1.593167103619288,2.717075191189176,29.56653178714008,5.402985086451636e-08,10283,1.1895498612448526e-06,True,68.27309236947792,False,1.705455243845195,False,False,False,False,0
ASPIRIN + TADALAFIL,375,256,119,2.080170804394389,1.6735508605418967,2.5855865378681586,44.85095526846832,2.1261711951266624e-11,5766,8.349001554946038e-10,True,68.26666666666667,False,1.5449703972731037,False,False,False,False,0
ISONIAZID + PREDNISONE,104,71,33,2.0799395236907783,1.3762694572306813,3.143387655289585,11.943339024900355,0.0005484310203309,31034,0.0040011166348085,True,68.26923076923077,False,2.2839914369782535,False,False,False,False,0
POTASSIUM + VITAMINS,104,71,33,2.0799395236907783,1.3762694572306813,3.143387655289585,11.943339024900355,0.0005484310203309,31035,0.0040011166348085,True,68.26923076923077,False,2.2839914369782535,False,False,False,False,0
AMLODIPINE + SODIUM CHLORIDE,167,114,53,2.079497656100894,1.501167337465719,2.880631888134099,19.579420660562008,9.65030973362312e-06,17318,0.0001261622396944,True,68.26347305389223,False,1.918927901134061,False,False,False,False,0
CARVEDILOL + ONDANSETRON,167,114,53,2.079497656100894,1.501167337465719,2.880631888134099,19.579420660562008,9.65030973362312e-06,17317,0.0001261622396944,True,68.26347305389223,False,1.918927901134061,False,False,False,False,0
PREDNISONE + SERTRALINE HYDROCHLORIDE,167,114,53,2.079497656100894,1.501167337465719,2.880631888134099,19.579420660562008,9.65030973362312e-06,17319,0.0001261622396944,True,68.26347305389223,False,1.918927901134061,False,False,False,False,0
FLUTICASONE PROPIONATE + FUROSEMIDE,189,129,60,2.0786241391011764,1.5301981382895078,2.823607089526239,22.225015076081696,2.424937645705781e-06,14904,3.683907218635343e-05,True,68.25396825396825,False,1.8452558651538646,False,False,False,False,0
LACOSAMIDE + METHYLPREDNISOLONE,126,86,40,2.078513312990889,1.4283429375931858,3.0246360860369417,14.587771303542366,0.0001337798774878,24889,0.0012170104182994,True,68.25396825396825,False,2.117583954406337,False,False,False,False,0
CEFTRIAXONE + METRONIDAZOLE,422,288,134,2.0783122606042745,1.6930864397034222,2.5511880263683855,50.443793733602654,1.2262699044562192e-12,4819,5.761560058667114e-11,True,68.24644549763033,False,1.5068268025436886,False,False,False,False,0
LORAZEPAM + TRAMADOL,211,144,67,2.0779411778868506,1.555025277828315,2.7767005464939527,24.87082785361448,6.130310990558998e-07,12878,1.0778170165090752e-05,True,68.24644549763033,False,1.7856304885099874,False,False,False,False,0
DAUNORUBICIN + MERCAPTOPURINE,148,101,47,2.077523374278974,1.4697155413095115,2.936693019405551,17.23267923170355,3.306986740865612e-05,20244,0.0003697952014486,True,68.24324324324324,False,1.998137011457991,False,False,False,False,0
LAMOTRIGINE + QUETIAPINE FUMARATE,148,101,47,2.077523374278974,1.4697155413095115,2.936693019405551,17.23267923170355,3.306986740865612e-05,20246,0.0003697952014486,True,68.24324324324324,False,1.998137011457991,False,False,False,False,0
ENTRESTO + OMEPRAZOLE,148,101,47,2.077523374278974,1.4697155413095115,2.936693019405551,17.23267923170355,3.306986740865612e-05,20247,0.0003697952014486,True,68.24324324324324,False,1.998137011457991,False,False,False,False,0
ALBUTEROL + LACTULOSE,148,101,47,2.077523374278974,1.4697155413095115,2.936693019405551,17.23267923170355,3.306986740865612e-05,20248,0.0003697952014486,True,68.24324324324324,False,1.998137011457991,False,False,False,False,0
ATORVASTATIN CALCIUM + MELATONINA,148,101,47,2.077523374278974,1.4697155413095115,2.936693019405551,17.23267923170355,3.306986740865612e-05,20245,0.0003697952014486,True,68.24324324324324,False,1.998137011457991,False,False,False,False,0
CLOZAPINE + OLANZAPINE,683,466,217,2.0770407375626068,1.767923033627067,2.440207035848061,81.92599279646825,1.4127900817854051e-19,2081,1.5371509117620753e-17,True,68.22840409956076,False,1.3802676866773649,False,False,False,False,0
ASPIRIN + MIRTAZAPINE,576,393,183,2.0769258239783137,1.7426887077360442,2.4752675903385484,68.97989688240794,9.947224129014418e-17,2909,7.742284609292494e-15,True,68.22916666666666,False,1.4203727718843198,False,False,False,False,0
DIAZEPAM + OLANZAPINE,428,292,136,2.0761993892573702,1.6938690411052395,2.54482713795869,51.040145401375405,9.049608116786041e-13,4765,4.300092697977884e-11,True,68.22429906542055,False,1.5023753762558913,False,False,False,False,0
METOCLOPRAMIDE + SODIUM CHLORIDE,107,73,34,2.075636235656183,1.3816647923293328,3.1181700559263095,12.242317462611831,0.0004671776908879,30310,0.0034880378510261,True,68.22429906542055,False,2.2568209548637497,False,False,False,False,0
PEPCID + VITAMINS,107,73,34,2.075636235656183,1.3816647923293328,3.1181700559263095,12.242317462611831,0.0004671776908879,30311,0.0034880378510261,True,68.22429906542055,False,2.2568209548637497,False,False,False,False,0
HUMALOG + LEVEMIR,107,73,34,2.075636235656183,1.3816647923293328,3.1181700559263095,12.242317462611831,0.0004671776908879,30312,0.0034880378510261,True,68.22429906542055,False,2.2568209548637497,False,False,False,False,0
DIVALPROEX SODIUM + LORAZEPAM,107,73,34,2.075636235656183,1.3816647923293328,3.1181700559263095,12.242317462611831,0.0004671776908879,30313,0.0034880378510261,True,68.22429906542055,False,2.2568209548637497,False,False,False,False,0
ALPRAZOLAM + ATORVASTATIN,365,249,116,2.0755982911689457,1.665086304394345,2.587318299918676,43.396464327526296,4.4699507586845074e-11,6110,1.6564276773810619e-09,True,68.21917808219177,False,1.5538643811377584,False,False,False,False,0
DEXAMETHASONE + MAGNESIUM OXIDE,129,88,41,2.0749812089768667,1.4323500014651656,3.005932218524041,14.886573924553812,0.0001141726937297,23755,0.0010881778484971,True,68.21705426356588,False,2.0986017491878677,False,False,False,False,0
CICLOBENZAPRINA + LORAZEPAM,129,88,41,2.0749812089768667,1.4323500014651656,3.005932218524041,14.886573924553812,0.0001141726937297,23756,0.0010881778484971,True,68.21705426356588,False,2.0986017491878677,False,False,False,False,0
ESCITALOPRAM + SIMVASTATIN,129,88,41,2.0749812089768667,1.4323500014651656,3.005932218524041,14.886573924553812,0.0001141726937297,23753,0.0010881778484971,True,68.21705426356588,False,2.0986017491878677,False,False,False,False,0
ALBUTEROL + IPRATROPIUM BROMIDE,129,88,41,2.0749812089768667,1.4323500014651656,3.005932218524041,14.886573924553812,0.0001141726937297,23754,0.0010881778484971,True,68.21705426356588,False,2.0986017491878677,False,False,False,False,0
COSENTYX + PREDNISONE,497,339,158,2.074879624444246,1.7178130177617603,2.5061665102196606,59.281623491596555,1.366466577923986e-14,3741,8.270318889077604e-13,True,68.2092555331992,False,1.4589285820438667,False,False,False,False,0
BISOPROLOL + FUROSEMIDE,1757,1198,559,2.0747099704517544,1.8763609805587365,2.294026312682202,211.0463519751003,8.120524889520365e-48,130,1.41433308033494e-44,True,68.18440523619806,False,1.2225932730700328,False,False,False,False,0
ALBUTEROL SULFATE + TYLENOL EXTRA STRENGTH,151,103,48,2.074528436770183,1.472808799373803,2.9220821037991747,17.53135575699901,2.826083347415138e-05,19691,0.0003240306349403,True,68.21192052980133,False,1.9840199929831774,False,False,False,False,0
BUPROPION + ZOPICLONE,151,103,48,2.074528436770183,1.472808799373803,2.9220821037991747,17.53135575699901,2.826083347415138e-05,19692,0.0003240306349403,True,68.21192052980133,False,1.9840199929831774,False,False,False,False,0
CICLOBENZAPRINA + PREGABALIN,151,103,48,2.074528436770183,1.472808799373803,2.9220821037991747,17.53135575699901,2.826083347415138e-05,19689,0.0003240306349403,True,68.21192052980133,False,1.9840199929831774,False,False,False,False,0
DEXAMETHASONE + TRAMADOL HYDROCHLORIDE,151,103,48,2.074528436770183,1.472808799373803,2.9220821037991747,17.53135575699901,2.826083347415138e-05,19690,0.0003240306349403,True,68.21192052980133,False,1.9840199929831774,False,False,False,False,0
ALLOPURINOL + METOPROLOL SUCCINATE,368,251,117,2.0743919049897976,1.6656553245650063,2.583428703420965,43.69473451619702,3.838030151857803e-11,6006,1.4468849665723274e-09,True,68.20652173913044,False,1.5509983760269488,False,False,False,False,0
ACETAMINOPHEN + DIPYRONE,434,296,138,2.0741480196211786,1.6946468975838005,2.538635047473492,51.63664559711573,6.678335474940995e-13,4660,3.244839831684957e-11,True,68.20276497695853,False,1.4980318620315747,False,False,False,False,0
MIRTAZAPINE + OXYCODONE,195,133,62,2.0739556373175176,1.534218093078569,2.80357271561706,22.82197578173517,1.7772189031378838e-06,14374,2.799459785798479e-05,True,68.2051282051282,False,1.8273625687671289,False,False,False,False,0
CLOPIDOGREL + CYANOCOBALAMIN,217,148,69,2.073768098278034,1.558340162264717,2.759676115377664,25.46768584398831,4.498547885899116e-07,12385,8.222431259357173e-06,True,68.20276497695853,False,1.770907393779199,False,False,False,False,0
AZITHROMYCIN + PREDNISONE,855,583,272,2.073389795172239,1.7953503400007376,2.3944882215705108,102.26448684455764,4.858238474435993e-24,1271,8.654544759282839e-22,True,68.18713450292397,False,1.3337164163566688,False,False,False,False,0
CHOLECALCIFEROL + ZOPICLONE,220,150,70,2.0717711729261854,1.5599631455598368,2.75149820377811,25.76620422096089,3.853777763518418e-07,12245,7.125885289181815e-06,True,68.18181818181817,False,1.7638225695329854,False,False,False,False,0
CITALOPRAM + IBUPROFEN,154,105,49,2.0716559237570893,1.4758349175357466,2.9080205485339365,17.830104809295637,2.4153140993761575e-05,19291,0.0002834848311401,True,68.18181818181817,False,1.9704240047318846,False,False,False,False,0
GABAPENTIN + HYDROMORPHONE HYDROCHLORIDE,154,105,49,2.0716559237570893,1.4758349175357466,2.9080205485339365,17.830104809295637,2.4153140993761575e-05,19290,0.0002834848311401,True,68.18181818181817,False,1.9704240047318846,False,False,False,False,0
ASPIRIN + PRAMIPEXOLE,132,90,42,2.0716175128751564,1.436253186260263,2.988051940079992,15.185454263466577,9.74511944023564e-05,23420,0.000942090625259,True,68.18181818181817,False,2.080449302856083,False,False,False,False,0
FLUCONAZOLE + FOLIC ACID,132,90,42,2.0716175128751564,1.436253186260263,2.988051940079992,15.185454263466577,9.74511944023564e-05,23421,0.000942090625259,True,68.18181818181817,False,2.080449302856083,False,False,False,False,0
SENNOSIDES + SERTRALINE,110,75,35,2.071579104746613,1.3868889963171354,3.094292332420718,12.541378173585349,0.0003980386192525,29701,0.0030343459174416,True,68.18181818181817,False,2.23110309522793,False,False,False,False,0
HYDROCHLOROTHIAZIDE + RITUXIMAB,110,75,35,2.071579104746613,1.3868889963171354,3.094292332420718,12.541378173585349,0.0003980386192525,29697,0.0030343459174416,True,68.18181818181817,False,2.23110309522793,False,False,False,False,0
CHOLECALCIFEROL + METOPROLOL SUCCINATE,110,75,35,2.071579104746613,1.3868889963171354,3.094292332420718,12.541378173585349,0.0003980386192525,29698,0.0030343459174416,True,68.18181818181817,False,2.23110309522793,False,False,False,False,0
LOPERAMIDE + MELATONINA,110,75,35,2.071579104746613,1.3868889963171354,3.094292332420718,12.541378173585349,0.0003980386192525,29699,0.0030343459174416,True,68.18181818181817,False,2.23110309522793,False,False,False,False,0
OMEPRAZOLE + PLAVIX,110,75,35,2.071579104746613,1.3868889963171354,3.094292332420718,12.541378173585349,0.0003980386192525,29700,0.0030343459174416,True,68.18181818181817,False,2.23110309522793,False,False,False,False,0
LACTULOSE + LORAZEPAM,110,75,35,2.071579104746613,1.3868889963171354,3.094292332420718,12.541378173585349,0.0003980386192525,29696,0.0030343459174416,True,68.18181818181817,False,2.23110309522793,False,False,False,False,0
LORAZEPAM + SERTRALINE,487,332,155,2.07134591839135,1.7116848301634182,2.5065793877643263,57.827024686758094,2.8621045431876806e-14,3893,1.66460823647436e-12,True,68.17248459958932,False,1.464393060914735,False,False,False,False,0
BISOPROLOL + PANTOPRAZOLE SODIUM,333,227,106,2.070664968511366,1.6442004808666573,2.607743679505651,39.296013487004785,3.641841062613524e-10,7037,1.1717754294654382e-08,True,68.16816816816817,False,1.5860253721195305,False,False,False,False,0
APIXABAN + DIGOXIN,289,197,92,2.0703898588481517,1.6163938056702871,2.6518996500631444,34.002934123152365,5.5029027258443245e-09,8566,1.4545368075883964e-07,True,68.16608996539793,False,1.6406272040639585,False,False,False,False,0
TACROLIMUS + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],245,167,78,2.0700435950137206,1.5820670620904866,2.708532772052771,28.710616298790313,8.4041750977405e-08,10683,1.7810338050170426e-06,True,68.16326530612244,False,1.7120214666967486,False,False,False,False,0
CETIRIZINE + LANSOPRAZOLE,245,167,78,2.0700435950137206,1.5820670620904866,2.708532772052771,28.710616298790313,8.4041750977405e-08,10684,1.7810338050170426e-06,True,68.16326530612244,False,1.7120214666967486,False,False,False,False,0
RISPERIDONE + VALPROIC ACID,223,152,71,2.069830624744079,1.5615638436920063,2.743531000947954,26.064779097203974,3.301519503833384e-07,12123,6.166158896469084e-06,True,68.16143497757847,False,1.7569124772134979,False,False,False,False,0
EZETIMIBE + JARDIANCE,201,137,64,2.069579474847652,1.5381109636301764,2.784688038762674,23.41918830601111,1.302725986722515e-06,13794,2.1383254491934056e-05,True,68.1592039800995,False,1.8104597812568644,False,False,False,False,0
