PAIR,N_EXPOSED,A_SERIOUS_EXPOSED,B_NONSERIOUS_EXPOSED,ROR,CI_LOWER,CI_UPPER,CHI2,P_VALUE,P_VALUE_RANK,P_VALUE_FDR,SIGNAL,PCT_SERIOUS,FLAG_HIGH_SERIOUS_RATE,CI_RATIO,FLAG_WIDE_CI,FLAG_SMALL_N_HIGH_ROR,FLAG_POSSIBLE_VETERINARY,FLAG_SAME_DRUG,QUALITY_FLAGS
SPIRONOLACTONE + TYVASO DPI,179,122,57,2.069276078130997,1.5109056697553955,2.833997894930402,20.77388260409601,5.168300089718647e-06,16064,7.284587709872489e-05,True,68.15642458100558,False,1.8756947913162607,False,False,False,False,0
DOXYCYCLINE + PREGABALIN,157,107,50,2.06889848977251,1.478796360408815,2.8944762616264943,18.12892235658729,2.064418464523546e-05,19048,0.0002446864378611,True,68.15286624203821,False,1.9573190326397023,False,False,False,False,0
BUPROPION + SERTRALINE,270,184,86,2.068645401348616,1.6013291957976077,2.672338584565243,31.65521070971581,1.84119915319814e-08,9418,4.425744527365996e-07,True,68.14814814814815,False,1.6688252431656787,False,False,False,False,0
AMPHOTERICIN B + POSACONAZOLE,226,154,72,2.0679441046847535,1.563142753961512,2.735766013220902,26.363408310025157,2.8284851260289176e-07,11851,5.403931695765889e-06,True,68.14159292035397,False,1.750170293971924,False,False,False,False,0
FARXIGA + PANTOPRAZOLE,113,77,36,2.067747617871868,1.3919513091774396,3.071644951245744,12.840514779540122,0.0003391942842035,28468,0.0026977550737952,True,68.14159292035397,False,2.2067186768629883,False,False,False,False,0
LACTULOSE + POTASSIUM CHLORIDE,113,77,36,2.067747617871868,1.3919513091774396,3.071644951245744,12.840514779540122,0.0003391942842035,28467,0.0026977550737952,True,68.14159292035397,False,2.2067186768629883,False,False,False,False,0
DIAZEPAM + EPIDIOLEX,113,77,36,2.067747617871868,1.3919513091774396,3.071644951245744,12.840514779540122,0.0003391942842035,28465,0.0026977550737952,True,68.14159292035397,False,2.2067186768629883,False,False,False,False,0
SYNTHROID + ZOFRAN,113,77,36,2.067747617871868,1.3919513091774396,3.071644951245744,12.840514779540122,0.0003391942842035,28466,0.0026977550737952,True,68.14159292035397,False,2.2067186768629883,False,False,False,False,0
ACETAMINOPHEN + VALACYCLOVIR HYDROCHLORIDE,524,357,167,2.0673359972544687,1.7202319429417396,2.4844778304926955,61.96724982305653,3.492172419295974e-15,3471,2.2779910539676056e-13,True,68.12977099236642,False,1.4442690944594552,False,False,False,False,0
BEVACIZUMAB + TECENTRIQ,182,124,58,2.0669413610250387,1.5132301795182614,2.823262876818987,21.07265892724497,4.421926858507862e-06,15835,6.321077409736386e-05,True,68.13186813186813,False,1.865719382967749,False,False,False,False,0
AMLODIPINE + FLUCONAZOLE,182,124,58,2.0669413610250387,1.5132301795182614,2.823262876818987,21.07265892724497,4.421926858507862e-06,15836,6.321077409736386e-05,True,68.13186813186813,False,1.865719382967749,False,False,False,False,0
ALLOPURINOL + PERPRAZOLE,182,124,58,2.0669413610250387,1.5132301795182614,2.823262876818987,21.07265892724497,4.421926858507862e-06,15837,6.321077409736386e-05,True,68.13186813186813,False,1.865719382967749,False,False,False,False,0
METOCLOPRAMIDE + POTASSIUM CHLORIDE,160,109,51,2.0662493654643357,1.4816954672512364,2.8814196537984365,18.427804669270063,1.764642161126537e-05,18756,0.000213023431882,True,68.125,False,1.9446773763463656,False,False,False,False,0
DEXAMETHASONE + PANTOPRAZOLE SODIUM,414,282,132,2.065828217992309,1.6799835741616451,2.540290448008067,48.72936086395839,2.93834477020626e-12,5086,1.3080891588292583e-10,True,68.11594202898551,False,1.5120924317821005,False,False,False,False,0
ETOPOSIDE + TACROLIMUS,138,94,44,2.065349414989672,1.4437659439567534,2.954542752482291,15.78342839223651,7.10218556772249e-05,22129,0.0007242930878192,True,68.11594202898551,False,2.0464139390801366,False,False,False,False,0
ATORVASTATIN + RYBELSUS,138,94,44,2.065349414989672,1.4437659439567534,2.954542752482291,15.78342839223651,7.10218556772249e-05,22127,0.0007242930878192,True,68.11594202898551,False,2.0464139390801366,False,False,False,False,0
METOPROLOL + RIVAROXABAN,138,94,44,2.065349414989672,1.4437659439567534,2.954542752482291,15.78342839223651,7.10218556772249e-05,22128,0.0007242930878192,True,68.11594202898551,False,2.0464139390801366,False,False,False,False,0
HYDROCHLOROTHIAZIDE + SIMVASTATIN,323,220,103,2.06524345547776,1.6342794425660805,2.6098538715610493,37.84354541344132,7.665157066511154e-10,7368,2.3554961084219906e-08,True,68.11145510835914,False,1.5969446861934216,False,False,False,False,0
METFORMIN + PANTOPRAZOLE,1144,779,365,2.065045798056812,1.8234923422492224,2.338597234146907,135.6470055274144,2.3835116427211217e-31,564,9.564496884212171e-29,True,68.0944055944056,False,1.2824826186340428,False,False,False,False,0
AMOXICILLIN + AZITHROMYCIN,185,126,59,2.0646859381707765,1.5155133288211518,2.812860792584434,21.371493538883417,3.783551086738492e-06,15533,5.508637353253406e-05,True,68.10810810810811,False,1.856044905109762,False,False,False,False,0
CARVEDILOL + EZETIMIBE,185,126,59,2.0646859381707765,1.5155133288211518,2.812860792584434,21.371493538883417,3.783551086738492e-06,15534,5.508637353253406e-05,True,68.10810810810811,False,1.856044905109762,False,False,False,False,0
ALLOPURINOL + SERTRALINE,185,126,59,2.0646859381707765,1.5155133288211518,2.812860792584434,21.371493538883417,3.783551086738492e-06,15535,5.508637353253406e-05,True,68.10810810810811,False,1.856044905109762,False,False,False,False,0
ASPIRIN + CHOLECALCIFEROL,1078,734,344,2.0644220936939046,1.816134013131888,2.346654239233186,127.69169687643264,1.3110585767528937e-29,674,4.404262030137042e-27,True,68.08905380333951,False,1.2921151315185306,False,False,False,False,0
AMOXICILLIN + PANTOPRAZOLE,232,158,74,2.064324387624159,1.566237129810554,2.7208109782554484,26.96082165395565,2.0762144548597489e-07,11618,4.046241387850186e-06,True,68.10344827586206,False,1.7371641410292369,False,False,False,False,0
MELATONINA + POTASSIUM CHLORIDE,232,158,74,2.064324387624159,1.566237129810554,2.7208109782554484,26.96082165395565,2.0762144548597489e-07,11617,4.046241387850186e-06,True,68.10344827586206,False,1.7371641410292369,False,False,False,False,0
ACETAMINOPHEN / HYDROCODONE + ATORVASTATIN CALCIUM,116,79,37,2.0641234795731247,1.39686027211195,3.050130227043641,13.139721562019949,0.0002891008173321,27652,0.0023670220893439,True,68.10344827586206,False,2.1835614398511516,False,False,False,False,0
APIXABAN + CALCIUM,116,79,37,2.0641234795731247,1.39686027211195,3.050130227043641,13.139721562019949,0.0002891008173321,27651,0.0023670220893439,True,68.10344827586206,False,2.1835614398511516,False,False,False,False,0
ALBUTEROL SULFATE + VENTOLIN HFA,116,79,37,2.0641234795731247,1.39686027211195,3.050130227043641,13.139721562019949,0.0002891008173321,27653,0.0023670220893439,True,68.10344827586206,False,2.1835614398511516,False,False,False,False,0
ATORVASTATIN CALCIUM + PLAVIX,116,79,37,2.0641234795731247,1.39686027211195,3.050130227043641,13.139721562019949,0.0002891008173321,27654,0.0023670220893439,True,68.10344827586206,False,2.1835614398511516,False,False,False,False,0
AMLODIPINE BESYLATE + PANTOPRAZOLE SODIUM,373,254,119,2.063909602633116,1.660017618926946,2.5660708653169113,43.73402408135221,3.7617475339249276e-11,6002,1.419072564372233e-09,True,68.09651474530831,False,1.5458094155504496,False,False,False,False,0
ASPIRIN + PREDNISOLONE,633,431,202,2.063595101510744,1.7458960522130047,2.4391055455915525,74.65076125792169,5.617996589302083e-18,2508,5.071832343527108e-16,True,68.08846761453397,False,1.3970508395960186,False,False,False,False,0
GABAPENTIN + QUETIAPINE FUMARATE,210,143,67,2.06350609942706,1.5437262588314349,2.758298239738392,24.31543367990714,8.178116978985832e-07,13164,1.406511880097238e-05,True,68.0952380952381,False,1.786779374878523,False,False,False,False,0
RITUXIMAB + ZOPICLONE,210,143,67,2.06350609942706,1.5437262588314349,2.758298239738392,24.31543367990714,8.178116978985832e-07,13165,1.406511880097238e-05,True,68.0952380952381,False,1.786779374878523,False,False,False,False,0
ASPIRIN + IRBESARTAN,304,207,97,2.063371162111295,1.6211458606167384,2.6262291728720943,35.49588799542402,2.5558956076239075e-09,8102,7.142690344198838e-08,True,68.0921052631579,False,1.6199832702734032,False,False,False,False,0
ARIPIPRAZOLE + VENLAFAXINE,351,239,112,2.063363472857184,1.6484823351717124,2.582659656269707,41.08734436038825,1.455759072717629e-10,6582,5.0077492817772735e-09,True,68.09116809116809,False,1.5666893124460974,False,False,False,False,0
CALCIUM CARBONATE + GABAPENTIN,188,128,60,2.06250584485776,1.5177563553150022,2.802775521364589,21.670383753504495,3.2375129948988373e-06,15253,4.805816673959254e-05,True,68.08510638297872,False,1.8466570813883285,False,False,False,False,0
ATORVASTATIN + DOCUSATE SODIUM,188,128,60,2.06250584485776,1.5177563553150022,2.802775521364589,21.670383753504495,3.2375129948988373e-06,15252,4.805816673959254e-05,True,68.08510638297872,False,1.8466570813883285,False,False,False,False,0
BISOPROLOL FUMARATE + PREDNISONE,188,128,60,2.06250584485776,1.5177563553150022,2.802775521364589,21.670383753504495,3.2375129948988373e-06,15251,4.805816673959254e-05,True,68.08510638297872,False,1.8466570813883285,False,False,False,False,0
BENZONATATE + GABAPENTIN,141,96,45,2.0624246001307873,1.4473838474407017,2.938816291715529,16.082513378738135,6.06414150893387e-05,21774,0.0006305247943468,True,68.08510638297872,False,2.030433251629838,False,False,False,False,0
ASPIRIN + DICLOFENAC SODIUM,141,96,45,2.0624246001307873,1.4473838474407017,2.938816291715529,16.082513378738135,6.06414150893387e-05,21776,0.0006305247943468,True,68.08510638297872,False,2.030433251629838,False,False,False,False,0
CELEBREX + LYRICA,141,96,45,2.0624246001307873,1.4473838474407017,2.938816291715529,16.082513378738135,6.06414150893387e-05,21773,0.0006305247943468,True,68.08510638297872,False,2.030433251629838,False,False,False,False,0
ADVAIR HFA + OMEPRAZOLE,141,96,45,2.0624246001307873,1.4473838474407017,2.938816291715529,16.082513378738135,6.06414150893387e-05,21775,0.0006305247943468,True,68.08510638297872,False,2.030433251629838,False,False,False,False,0
DIAZEPAM + ZOPICLONE,307,209,98,2.062053639414646,1.622070398700308,2.621381424154077,35.794603057433186,2.19254419501748e-09,8048,6.168383095768736e-08,True,68.07817589576547,False,1.6160713038438235,False,False,False,False,0
MAGNESIUM OXIDE + PREDNISONE,260,177,83,2.0618535229323403,1.5885535527916306,2.6761703705598237,30.203984286021324,3.8890970018579765e-08,9983,8.820610687836114e-07,True,68.07692307692308,False,1.684658578778713,False,False,False,False,0
BUDESONIDE + PANTOPRAZOLE SODIUM,166,113,53,2.06125152294126,1.4873154504777455,2.8566622093940506,19.025750020451692,1.2896629376866292e-05,18009,0.0001621427636321,True,68.07228915662651,False,1.9206834760416511,False,False,False,False,0
ACETAMINOPHEN + FOLINIC ACID,119,81,38,2.060690320229327,1.4016237949397772,3.029660748638548,13.4389933792221,0.0002464478227021,27237,0.0020486919675654,True,68.0672268907563,False,2.161536326349769,False,False,False,False,0
SIMVASTATIN + VALSARTAN,119,81,38,2.060690320229327,1.4016237949397772,3.029660748638548,13.4389933792221,0.0002464478227021,27235,0.0020486919675654,True,68.0672268907563,False,2.161536326349769,False,False,False,False,0
ASCORBIC ACID + RETINOL,119,81,38,2.060690320229327,1.4016237949397772,3.029660748638548,13.4389933792221,0.0002464478227021,27236,0.0020486919675654,True,68.0672268907563,False,2.161536326349769,False,False,False,False,0
ACETAMINOPHEN + CALCIUM PHOSPHATE / CHOLECALCIFEROL,191,130,61,2.06039737635655,1.5199604458437446,2.7929919887753276,21.96932705432583,2.7704285953144e-06,15033,4.172434376197061e-05,True,68.06282722513089,False,1.8375425468554947,False,False,False,False,0
ACETAMINOPHEN + XARELTO,263,179,84,2.060332828471822,1.5898059139288705,2.670119243416415,30.502793784246432,3.333860564460323e-08,9865,7.651759161520298e-07,True,68.06083650190115,False,1.6795252930074829,False,False,False,False,0
CALCIUM CARBONATE + PREDNISONE,651,443,208,2.0598945992473703,1.74691751080529,2.4289445459004413,76.44336929809185,2.2661934180867197e-18,2400,2.1379457555681622e-16,True,68.04915514592935,False,1.3904174243354812,False,False,False,False,0
METOPROLOL TARTRATE + PREDNISONE,288,196,92,2.0598753423181333,1.6078618954729726,2.6389619891092018,33.4473694583243,7.321874093476633e-09,8768,1.8904927782829286e-07,True,68.05555555555556,False,1.6412864789814041,False,False,False,False,0
BISOPROLOL + HYDROMORPHONE,144,98,46,2.0596271451527426,1.4509145749706434,2.9237172540884204,16.38165838909463,5.178391367901567e-05,21509,0.0005450864791899,True,68.05555555555556,False,2.0150857290461617,False,False,False,False,0
LEVOTHYROXINE SODIUM + MELATONINA,144,98,46,2.0596271451527426,1.4509145749706434,2.9237172540884204,16.38165838909463,5.178391367901567e-05,21510,0.0005450864791899,True,68.05555555555556,False,2.0150857290461617,False,False,False,False,0
ENTRESTO + ROSUVASTATIN,241,164,77,2.059248251575155,1.5707269255953793,2.6997075637498114,27.857301266668703,1.306002998379618e-07,11144,2.653469013703485e-06,True,68.04979253112033,False,1.7187631533893106,False,False,False,False,0
FUROSEMIDE + ISMN,241,164,77,2.059248251575155,1.5707269255953793,2.6997075637498114,27.857301266668703,1.306002998379618e-07,11143,2.653469013703485e-06,True,68.04979253112033,False,1.7187631533893106,False,False,False,False,0
FUROSEMIDE + SENNOSIDES,291,198,93,2.0585240205923503,1.6089121321836757,2.6337803405114317,33.74620671582787,6.279136260549439e-09,8698,1.634524573282459e-07,True,68.04123711340206,False,1.6369945181137808,False,False,False,False,0
CYTARABINE + METHYLPREDNISOLONE,291,198,93,2.0585240205923503,1.6089121321836757,2.6337803405114317,33.74620671582787,6.279136260549439e-09,8697,1.634524573282459e-07,True,68.04123711340206,False,1.6369945181137808,False,False,False,False,0
FLUCONAZOLE + PREDNISOLONE,194,132,62,2.05835706695251,1.5221267390136324,2.7834960824739814,22.26832108024377,2.3708581794915244e-06,14897,3.603443426757817e-05,True,68.04123711340206,False,1.8286887754680277,False,False,False,False,0
ALBUTEROL SULFATE + FOLIC ACID,316,215,101,2.058258139305273,1.6247943401753835,2.607361721582016,36.69097670359933,1.384186515180512e-09,7763,4.0371601493512975e-08,True,68.0379746835443,False,1.604733385088338,False,False,False,False,0
ATROVENT + PREDNISONE,219,149,70,2.057954446912429,1.5490906669448707,2.7339758710955837,25.21213702107421,5.135797581780453e-07,12530,9.238194186530566e-06,True,68.0365296803653,False,1.7648908029944776,False,False,False,False,0
PREDNISONE + VALSARTAN,244,166,78,2.057643206734672,1.5721847882626516,2.693001228500643,28.156216946071,1.1190762699043399e-07,10944,2.315232190051177e-06,True,68.0327868852459,False,1.7129037557198055,False,False,False,False,0
PEMETREXED + PREDNISONE,122,83,39,2.057433449154914,1.4062492156485111,3.0101580506477763,13.73832559509732,0.0002101227248983,26344,0.0018058670383767,True,68.0327868852459,False,2.1405580299361096,False,False,False,False,0
IBUPROFEN + SENNOSIDES,122,83,39,2.057433449154914,1.4062492156485111,3.0101580506477763,13.73832559509732,0.0002101227248983,26340,0.0018058670383767,True,68.0327868852459,False,2.1405580299361096,False,False,False,False,0
BACLOFEN + FOLIC ACID,122,83,39,2.057433449154914,1.4062492156485111,3.0101580506477763,13.73832559509732,0.0002101227248983,26345,0.0018058670383767,True,68.0327868852459,False,2.1405580299361096,False,False,False,False,0
HYDROXYZINE + METOPROLOL,122,83,39,2.057433449154914,1.4062492156485111,3.0101580506477763,13.73832559509732,0.0002101227248983,26342,0.0018058670383767,True,68.0327868852459,False,2.1405580299361096,False,False,False,False,0
SIMVASTATIN + TAMSULOSIN HYDROCHLORIDE,122,83,39,2.057433449154914,1.4062492156485111,3.0101580506477763,13.73832559509732,0.0002101227248983,26341,0.0018058670383767,True,68.0327868852459,False,2.1405580299361096,False,False,False,False,0
DIPHENHYDRAMINE HYDROCHLORIDE + TRAMADOL HYDROCHLORIDE,122,83,39,2.057433449154914,1.4062492156485111,3.0101580506477763,13.73832559509732,0.0002101227248983,26343,0.0018058670383767,True,68.0327868852459,False,2.1405580299361096,False,False,False,False,0
LISINOPRIL + TRAMADOL HYDROCHLORIDE,147,100,47,2.056948920704164,1.454361700768333,2.9092067400776473,16.68085988250523,4.422495655770036e-05,20858,0.0004800712539016,True,68.02721088435374,False,2.000332337231327,False,False,False,False,0
METFORMIN HYDROCHLORIDE + VITAMIN D2,147,100,47,2.056948920704164,1.454361700768333,2.9092067400776473,16.68085988250523,4.422495655770036e-05,20857,0.0004800712539016,True,68.02721088435374,False,2.000332337231327,False,False,False,False,0
SIMVASTATIN + VITAMINS,147,100,47,2.056948920704164,1.454361700768333,2.9092067400776473,16.68085988250523,4.422495655770036e-05,20856,0.0004800712539016,True,68.02721088435374,False,2.000332337231327,False,False,False,False,0
METOPROLOL SUCCINATE + TRELEGY ELLIPTA,172,117,55,2.0566178090316023,1.4927113634325588,2.833553033789205,19.623916089065357,9.42816261972125e-06,17182,0.0001242408173688,True,68.02325581395348,False,1.8982591699933995,False,False,False,False,0
ALBUTEROL SULFATE + SPIRIVA RESPIMAT,172,117,55,2.0566178090316023,1.4927113634325588,2.833553033789205,19.623916089065357,9.42816261972125e-06,17181,0.0001242408173688,True,68.02325581395348,False,1.8982591699933995,False,False,False,False,0
LORAZEPAM + ZOLPIDEM,172,117,55,2.0566178090316023,1.4927113634325588,2.833553033789205,19.623916089065357,9.42816261972125e-06,17180,0.0001242408173688,True,68.02325581395348,False,1.8982591699933995,False,False,False,False,0
